Timestamp,Connection_id,Error
2025-12-01T11:40:40.2512990Z,qe5htBstgu09nP2LDNQEYw,CLIENT_DISCONNECTED
2025-12-01T11:52:59.9569420Z,dV7zMyOnzIAzpgfwLbexTg,CLIENT_DISCONNECTED
